0.010309,0.001312,0.001113,0.001130,1.000000,0.997190,0.497648,0.000000,0.002467,0.000145,0.000080,0.034043,0.000000,0.007053,0.021609,0.000642,0.000000,0.000000,0.165806,0.168256,0.126509,0.161879,0.144977,0.711596,0.167104,0.541397,0.000000,0.127255,0.000000,0.027397,0.162500,0.139913,0.023256,0.014243,0.150097,0.150097,0.000000,0.000000
0.010309,0.001169,0.001113,0.001130,1.000000,0.997913,0.493885,0.000000,0.004303,0.000004,0.000000,0.027660,0.010101,0.013622,0.025925,0.003714,0.000000,0.000000,0.168275,0.173786,0.135277,0.169121,0.155864,0.701883,0.163499,0.533420,0.000000,0.136076,0.000000,0.020548,0.169780,0.168113,0.023256,0.012085,0.183099,0.183099,0.000000,0.000000
0.010309,0.001503,0.001277,0.001200,1.000000,0.997431,0.491063,0.000000,0.002869,0.000017,0.000000,0.038298,0.010101,0.009436,0.021686,0.000810,0.000000,0.000000,0.167826,0.179882,0.138180,0.171921,0.166033,0.706954,0.162189,0.560586,0.000000,0.139093,0.000000,0.020548,0.172539,0.174620,0.023256,0.009495,0.193593,0.193593,0.000000,0.000000
0.010309,0.001169,0.001277,0.001200,1.000000,0.997351,0.491063,0.000000,0.006541,0.000026,0.000080,0.055319,0.010101,0.014160,0.040469,0.001452,0.000000,0.000000,0.197789,0.213368,0.172797,0.204369,0.191401,0.703430,0.187090,0.568995,0.000000,0.173638,0.000000,0.020548,0.204895,0.216920,0.023256,0.009495,0.239022,0.239022,0.000000,0.000000
0.010309,0.000883,0.001195,0.001200,1.000000,0.997833,0.492004,0.000000,0.003902,0.000000,0.000000,0.027660,0.010101,0.013356,0.023775,0.001192,0.000000,0.000000,0.214286,0.228870,0.190560,0.221853,0.213962,0.705837,0.203473,0.580638,0.000000,0.191395,0.000000,0.020548,0.222413,0.229935,0.023256,0.009063,0.261944,0.261944,0.000000,0.000000
0.020619,0.001264,0.001319,0.001271,1.000000,0.997993,0.495767,0.000000,0.007516,0.000000,0.000000,0.046809,0.010101,0.020977,0.034894,0.004401,0.000000,0.000000,0.246213,0.262878,0.225404,0.255621,0.245308,0.709619,0.237221,0.604571,0.000000,0.226282,0.000000,0.020548,0.256129,0.257050,0.023256,0.008200,0.300746,0.300746,0.000000,0.000000
0.020619,0.001145,0.001360,0.001271,1.000000,0.998154,0.500470,0.000000,0.004705,0.000013,0.000000,0.053191,0.010101,0.015408,0.026278,0.001574,0.000000,0.000000,0.232970,0.244938,0.210032,0.240498,0.245052,0.710049,0.220183,0.581932,0.000000,0.210916,0.000000,0.020548,0.241051,0.250542,0.000000,0.003453,0.284866,0.284866,0.000000,0.000000
0.020619,0.001145,0.001360,0.001342,1.000000,0.998154,0.501411,0.000000,0.006656,0.000034,0.000000,0.055319,0.010101,0.016714,0.036584,0.001727,0.000000,0.000000,0.218270,0.234313,0.196880,0.227175,0.230565,0.707642,0.202490,0.553903,0.000000,0.197826,0.000000,0.013699,0.227733,0.250542,0.023256,0.011221,0.269125,0.269125,0.000000,0.000000
0.010309,0.001193,0.001401,0.001342,1.000000,0.997672,0.497648,0.000000,0.006885,0.000000,0.000000,0.048936,0.010101,0.016898,0.037782,0.001635,0.000000,0.000000,0.193581,0.210886,0.173594,0.205249,0.212927,0.704891,0.186107,0.526304,0.000000,0.174549,0.000000,0.013699,0.205895,0.221258,0.023256,0.006905,0.236123,0.236123,0.000000,0.000000
0.010309,0.000954,0.001319,0.001342,1.000000,0.997752,0.495767,0.000000,0.003098,0.000000,0.000000,0.014894,0.000000,0.013332,0.018292,0.001223,0.000000,0.000000,0.194815,0.209580,0.172398,0.204529,0.197123,0.703946,0.186107,0.538810,0.000000,0.173297,0.000000,0.013699,0.205175,0.218004,0.023256,0.012085,0.243855,0.243855,0.000000,0.000000
