0.080808,0.003671,0.003107,0.003900,1.000000,0.878507,0.432112,0.000000,0.000178,0.000000,0.000000,0.020566,0.000000,0.008190,0.003398,0.000699,0.000000,0.000000,0.117858,0.131127,0.149663,0.153830,0.167963,0.167790,0.137216,0.131992,0.000000,0.156700,0.000000,0.101190,0.155461,0.167464,0.125000,0.139073,0.162944,0.162359,0.000000,0.000000
0.070707,0.003337,0.003169,0.003900,1.000000,0.876800,0.430267,0.000000,0.000059,0.000000,0.000000,0.008997,0.000000,0.006546,0.002108,0.000378,0.000000,0.000000,0.105554,0.124874,0.139196,0.144469,0.162864,0.167918,0.128332,0.132681,0.000000,0.147175,0.000000,0.101190,0.143482,0.154067,0.125000,0.158940,0.152691,0.152530,0.000000,0.000000
0.060606,0.003449,0.003231,0.003900,1.000000,0.878358,0.431871,0.000000,0.000475,0.019782,0.004092,0.056555,0.000000,0.010399,0.005315,0.003440,0.000000,0.000000,0.097441,0.086042,0.121331,0.121042,0.152471,0.167790,0.120434,0.132130,0.000000,0.126764,0.000000,0.101190,0.129686,0.138756,0.125000,0.145695,0.140242,0.140153,0.000000,0.000000
0.060606,0.005618,0.003915,0.004134,1.000000,0.878284,0.431711,0.000000,0.001722,0.000000,0.000000,0.038560,0.000000,0.015655,0.017479,0.003932,0.000000,0.000000,0.094643,0.105857,0.123857,0.128958,0.144652,0.166645,0.118460,0.130752,0.000000,0.130488,0.000000,0.101190,0.130022,0.138756,0.125000,0.152318,0.139876,0.139789,0.000000,0.000000
0.060606,0.006842,0.004723,0.004523,1.000000,0.875983,0.429224,0.000000,0.000119,0.000000,0.000000,0.015424,0.000000,0.007400,0.002080,0.000624,0.000000,0.000000,0.098379,0.088272,0.124038,0.122861,0.143520,0.168808,0.119447,0.133508,0.000000,0.129915,0.000000,0.101190,0.131032,0.141627,0.000000,0.112583,0.144636,0.144521,0.000000,0.000000
0.060606,0.004005,0.004288,0.004445,1.000000,0.875167,0.428262,0.000000,0.000119,0.000000,0.000000,0.019280,0.000000,0.006111,0.002280,0.000548,0.000000,0.000000,0.102772,0.130453,0.136971,0.150086,0.157186,0.168299,0.136229,0.132406,0.000000,0.145313,0.000000,0.101190,0.147049,0.156938,0.000000,0.119205,0.160015,0.159811,0.000000,0.000000
0.060606,0.003282,0.004101,0.004367,1.000000,0.877319,0.430588,0.000000,0.000178,0.000000,0.000000,0.014139,0.000000,0.008513,0.002780,0.000699,0.000000,0.000000,0.101646,0.094462,0.129933,0.129119,0.155192,0.168172,0.126357,0.131992,0.000000,0.136432,0.000000,0.101190,0.136954,0.147368,0.000000,0.145695,0.150860,0.150710,0.000000,0.000000
0.060606,0.002837,0.003790,0.004367,1.000000,0.877616,0.430828,0.000000,0.000059,0.000000,0.000000,0.014139,0.000000,0.007320,0.001917,0.000756,0.000000,0.000000,0.085466,0.080215,0.112007,0.112056,0.134895,0.168045,0.111550,0.131717,0.000000,0.118456,0.000000,0.101190,0.119725,0.128230,0.000000,0.139073,0.132918,0.132872,0.000000,0.000000
0.060606,0.004061,0.004039,0.004445,1.000000,0.879472,0.432753,0.000000,0.000119,0.000000,0.000000,0.011568,0.000000,0.007674,0.002807,0.000643,0.000000,0.000000,0.101912,0.093829,0.128549,0.127246,0.146099,0.167790,0.124383,0.132130,0.000000,0.135071,0.000000,0.101190,0.134800,0.144498,0.125000,0.158940,0.147199,0.147070,0.000000,0.000000
0.060606,0.002559,0.003542,0.004290,1.000000,0.879397,0.432673,0.000000,0.000178,0.000000,0.000000,0.012853,0.000000,0.009480,0.002535,0.000681,0.000000,0.000000,0.090719,0.081573,0.114413,0.113607,0.140331,0.168808,0.111550,0.132681,0.000000,0.119817,0.000000,0.101190,0.121206,0.129187,0.000000,0.139073,0.133651,0.133236,0.000000,0.000000
0.050505,0.002781,0.003480,0.004212,1.000000,0.882143,0.435560,0.000000,0.000000,0.000000,0.000000,0.007712,0.000000,0.004531,0.001263,0.000246,0.000000,0.000000,0.093126,0.080173,0.117300,0.114998,0.140284,0.167027,0.114511,0.131579,0.000000,0.122825,0.000000,0.101190,0.123696,0.132057,0.125000,0.152318,0.136214,0.136149,0.000000,0.000000
